100 2e-06
200 3e-06
300 3e-06
400 2e-06
500 3e-06
600 2e-06
700 3e-06
800 3e-06
900 4e-06
1000 4e-06
1100 3e-06
1200 3e-06
1300 2e-06
1400 2e-06
1500 3e-06
1600 3e-06
1700 2e-06
1800 2e-06
1900 2e-06
2000 3e-06
2100 3e-06
2200 3e-06
2300 3e-06
2400 2e-06
2500 2e-06
2600 2e-06
2700 2e-06
2800 4e-06
2900 4e-06
3000 2e-06
3100 3e-06
3200 2e-06
3300 2e-06
3400 3e-06
3500 3e-06
3600 3e-06
3700 3e-06
3800 3e-06
3900 2e-06
4000 2e-06
4100 2e-06
4200 2e-06
4300 2e-06
4400 2e-06
4500 2e-06
4600 3e-06
4700 5e-06
4800 2e-06
4900 2e-06
5000 2e-06
5100 2e-06
5200 3e-06
5300 4e-06
5400 2e-06
5500 2e-06
5600 2e-06
5700 2e-06
5800 2e-06
5900 4e-06
6000 2e-06
6100 3e-06
6200 2e-06
6300 2e-06
6400 3e-06
6500 4e-06
6600 3e-06
6700 3e-06
6800 3e-06
6900 2e-06
7000 3e-06
7100 3e-06
7200 2e-06
7300 2e-06
7400 2e-06
7500 2e-06
7600 2e-06
7700 2e-06
7800 2e-06
7900 3e-06
8000 2e-06
8100 2e-06
8200 3e-06
8300 3e-06
8400 4e-06
8500 3e-06
8600 4e-06
8700 2e-06
8800 2e-06
8900 2e-06
9000 2e-06
9100 2e-06
9200 1e-06
9300 3e-06
9400 4e-06
9500 2e-06
9600 3e-06
9700 4e-06
9800 3e-06
9900 2e-06
10000 2e-06
