100 1.0758e-05
600 8.1734e-05
1100 0.000161748
1600 0.000225165
2100 0.000353265
2600 0.000477467
3100 0.000640786
3600 0.000591285
4100 0.000717964
4600 0.000854187
5100 0.000992083
5600 0.0011435
6100 0.00130504
6600 0.00113608
7100 0.00126602
7600 0.00137783
8100 0.00150341
8600 0.0016544
9100 0.00176634
9600 0.00197252
10100 0.002291
10600 0.002472
11100 0.002816
11600 0.003086
12100 0.003431
12600 0.003505
13100 0.003561
13600 0.003589
14100 0.003674
14600 0.003067
15100 0.00338
15600 0.003596
16100 0.003648
16600 0.003595
17100 0.003744
17600 0.003882
18100 0.004338
18600 0.005178
19100 0.00605
19600 0.005105
20100 0.004453
20600 0.004877
21100 0.005806
21600 0.00527
22100 0.006089
22600 0.005809
23100 0.00593
23600 0.00667
24100 0.006862
24600 0.006398
25100 0.008519
25600 0.005087
26100 0.005521
26600 0.005658
27100 0.00614
27600 0.00662
28100 0.006065
28600 0.006406
29100 0.006714
29600 0.006637
